Store,State,Date,Sales,MSA,DistributionCenter
Store-Theodore AL,AL,6/18/2021,1914.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/21/2021,3946.48,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/22/2021,3575.51,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/23/2021,3729.02,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/24/2021,2942.77,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/25/2021,2484.00,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/28/2021,5050.24,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/29/2021,4475.92,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,6/30/2021,7073.76,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/1/2021,2670.98,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/2/2021,2993.75,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/6/2021,1878.50,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/7/2021,2396.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/8/2021,2526.96,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/9/2021,2029.97,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/12/2021,2735.86,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/13/2021,2922.89,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/14/2021,5175.00,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/15/2021,4056.68,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/16/2021,1817.81,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/19/2021,2573.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/20/2021,1682.55,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/21/2021,3898.26,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/22/2021,6495.92,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/23/2021,2357.79,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/26/2021,2221.10,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/27/2021,7475.35,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/28/2021,6133.28,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/29/2021,2544.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,7/30/2021,3348.30,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/2/2021,2884.32,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/3/2021,7114.61,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/4/2021,2408.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/5/2021,2471.17,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/6/2021,1100.40,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/9/2021,5988.20,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/10/2021,3100.10,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/11/2021,2294.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/12/2021,4908.23,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/13/2021,4164.91,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/16/2021,1813.23,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/17/2021,3393.95,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/18/2021,2861.71,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/19/2021,8043.77,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/20/2021,2438.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/23/2021,2294.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/24/2021,5291.82,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/25/2021,1316.36,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/26/2021,3875.45,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/27/2021,1232.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/30/2021,1763.90,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,8/31/2021,9298.97,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/1/2021,5530.47,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/2/2021,2443.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/3/2021,1086.71,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/7/2021,1661.28,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/8/2021,1410.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/9/2021,1715.52,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/10/2021,1944.25,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/13/2021,1847.13,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/14/2021,3143.10,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/15/2021,3693.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/16/2021,6184.45,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/17/2021,5843.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/20/2021,1932.30,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/21/2021,2917.28,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/22/2021,2822.04,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/23/2021,4251.38,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/24/2021,1800.56,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/27/2021,1528.76,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/28/2021,3499.01,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/29/2021,4735.19,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,9/30/2021,3801.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/1/2021,5843.12,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/4/2021,2732.98,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/5/2021,4503.15,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/6/2021,2421.65,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/7/2021,2694.67,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/8/2021,1206.06,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/11/2021,7644.93,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/12/2021,3667.24,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/13/2021,1983.22,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/14/2021,2716.15,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/15/2021,1326.17,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/18/2021,5315.18,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/19/2021,2302.63,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/20/2021,1978.44,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/21/2021,1343.11,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/22/2021,1225.00,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/25/2021,3242.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/26/2021,3023.99,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/27/2021,4433.66,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/28/2021,2335.59,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,10/29/2021,1325.23,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/1/2021,3775.43,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/2/2021,8073.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/3/2021,3563.53,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/4/2021,3042.73,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/5/2021,6289.69,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/8/2021,3562.36,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/9/2021,1216.39,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/10/2021,2708.48,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/11/2021,1949.31,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/12/2021,987.49,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/15/2021,3526.73,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/16/2021,5490.37,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/17/2021,2397.58,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/18/2021,3031.69,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/19/2021,1351.80,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/22/2021,816.17,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/23/2021,2495.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/24/2021,2197.88,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/29/2021,3468.82,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,11/30/2021,7602.98,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/1/2021,3099.03,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/2/2021,4032.40,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/3/2021,1217.92,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/6/2021,1726.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/7/2021,2534.33,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/8/2021,2353.83,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/9/2021,4807.35,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/10/2021,2027.62,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/13/2021,5230.05,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/14/2021,5348.95,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/15/2021,1533.75,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/16/2021,1190.27,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/17/2021,214.31,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/20/2021,2914.60,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/21/2021,5821.08,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/22/2021,2556.80,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/27/2021,584.09,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/28/2021,3239.74,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/29/2021,5543.01,"Mobile, AL Metro Area",DC-1
Store-Theodore AL,AL,12/30/2021,2141.70,"Mobile, AL Metro Area",DC-1
Store-Bogart GA,GA,1/2/2020,4108.79,,DC-1
Store-Bogart GA,GA,1/2/2020,2245.20,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/3/2020,1751.48,,DC-1
Store-Bogart GA,GA,1/3/2020,347.20,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/6/2020,10651.18,,DC-1
Store-Bogart GA,GA,1/6/2020,4348.48,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/7/2020,6024.69,,DC-1
Store-Bogart GA,GA,1/7/2020,1652.03,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/8/2020,4599.60,,DC-1
Store-Bogart GA,GA,1/8/2020,212.15,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/9/2020,4673.25,,DC-1
Store-Bogart GA,GA,1/9/2020,963.84,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/10/2020,2296.26,,DC-1
Store-Bogart GA,GA,1/10/2020,850.20,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/13/2020,10184.42,,DC-1
Store-Bogart GA,GA,1/13/2020,725.37,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/14/2020,6097.65,,DC-1
Store-Bogart GA,GA,1/14/2020,1101.38,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/15/2020,6241.02,,DC-1
Store-Bogart GA,GA,1/15/2020,465.71,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/16/2020,6196.74,,DC-1
Store-Bogart GA,GA,1/16/2020,666.18,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/17/2020,2512.84,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/20/2020,3932.04,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/21/2020,4899.96,,DC-1
Store-Bogart GA,GA,1/21/2020,123.32,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/22/2020,13005.02,,DC-1
Store-Bogart GA,GA,1/22/2020,1131.28,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/23/2020,4608.30,,DC-1
Store-Bogart GA,GA,1/23/2020,1405.70,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/24/2020,2484.25,,DC-1
Store-Bogart GA,GA,1/24/2020,612.07,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/27/2020,9266.25,,DC-1
Store-Bogart GA,GA,1/27/2020,492.54,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/28/2020,7621.10,,DC-1
Store-Bogart GA,GA,1/28/2020,99.80,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/29/2020,3736.65,,DC-1
Store-Bogart GA,GA,1/29/2020,718.06,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/30/2020,5161.83,,DC-1
Store-Bogart GA,GA,1/30/2020,479.14,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,1/31/2020,2688.85,,DC-1
Store-Bogart GA,GA,1/31/2020,696.17,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/3/2020,11707.89,,DC-1
Store-Bogart GA,GA,2/3/2020,2788.27,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/4/2020,6528.29,,DC-1
Store-Bogart GA,GA,2/4/2020,3774.26,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/5/2020,4814.53,,DC-1
Store-Bogart GA,GA,2/5/2020,1345.59,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/6/2020,4241.21,,DC-1
Store-Bogart GA,GA,2/6/2020,282.43,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/7/2020,2470.93,,DC-1
Store-Bogart GA,GA,2/7/2020,874.74,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/10/2020,10728.38,,DC-1
Store-Bogart GA,GA,2/10/2020,1075.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/11/2020,6560.56,,DC-1
Store-Bogart GA,GA,2/11/2020,503.46,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/12/2020,5055.62,,DC-1
Store-Bogart GA,GA,2/12/2020,1545.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/13/2020,5009.46,,DC-1
Store-Bogart GA,GA,2/13/2020,1378.86,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/14/2020,1786.78,,DC-1
Store-Bogart GA,GA,2/14/2020,499.78,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/17/2020,579.98,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/18/2020,6892.46,,DC-1
Store-Bogart GA,GA,2/18/2020,891.80,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/19/2020,8730.17,,DC-1
Store-Bogart GA,GA,2/19/2020,486.95,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/20/2020,4906.75,,DC-1
Store-Bogart GA,GA,2/20/2020,1262.58,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/21/2020,2645.64,,DC-1
Store-Bogart GA,GA,2/21/2020,598.33,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/24/2020,9154.77,,DC-1
Store-Bogart GA,GA,2/24/2020,463.63,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/25/2020,6539.97,,DC-1
Store-Bogart GA,GA,2/25/2020,1870.62,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/26/2020,5833.88,,DC-1
Store-Bogart GA,GA,2/26/2020,705.72,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/27/2020,5146.39,,DC-1
Store-Bogart GA,GA,2/27/2020,1148.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,2/28/2020,2724.01,,DC-1
Store-Bogart GA,GA,2/28/2020,673.56,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/2/2020,11086.99,,DC-1
Store-Bogart GA,GA,3/2/2020,2016.60,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/3/2020,6190.02,,DC-1
Store-Bogart GA,GA,3/3/2020,141.69,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/4/2020,5516.86,,DC-1
Store-Bogart GA,GA,3/4/2020,502.94,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/5/2020,4488.25,,DC-1
Store-Bogart GA,GA,3/5/2020,685.15,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/6/2020,1467.44,,DC-1
Store-Bogart GA,GA,3/6/2020,2688.78,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/9/2020,11090.43,,DC-1
Store-Bogart GA,GA,3/9/2020,395.86,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/10/2020,5137.21,,DC-1
Store-Bogart GA,GA,3/10/2020,534.60,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/11/2020,6780.35,,DC-1
Store-Bogart GA,GA,3/11/2020,377.19,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/12/2020,5071.78,,DC-1
Store-Bogart GA,GA,3/12/2020,1117.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/13/2020,1719.27,,DC-1
Store-Bogart GA,GA,3/13/2020,164.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/16/2020,8843.32,,DC-1
Store-Bogart GA,GA,3/16/2020,446.05,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/17/2020,1291.07,,DC-1
Store-Bogart GA,GA,3/17/2020,636.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/18/2020,6377.17,,DC-1
Store-Bogart GA,GA,3/18/2020,642.99,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/19/2020,509.01,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/20/2020,12332.02,,DC-1
Store-Bogart GA,GA,3/20/2020,1772.05,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/23/2020,593.17,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/24/2020,12685.34,,DC-1
Store-Bogart GA,GA,3/24/2020,231.79,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/25/2020,5201.16,,DC-1
Store-Bogart GA,GA,3/25/2020,539.63,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/26/2020,558.91,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/27/2020,10971.23,,DC-1
Store-Bogart GA,GA,3/27/2020,455.39,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/30/2020,4955.39,,DC-1
Store-Bogart GA,GA,3/30/2020,601.35,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,3/31/2020,3737.35,,DC-1
Store-Bogart GA,GA,3/31/2020,664.84,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/1/2020,6303.19,,DC-1
Store-Bogart GA,GA,4/1/2020,405.07,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/2/2020,3215.43,,DC-1
Store-Bogart GA,GA,4/2/2020,1098.36,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/3/2020,1577.69,,DC-1
Store-Bogart GA,GA,4/3/2020,380.55,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/6/2020,7611.96,,DC-1
Store-Bogart GA,GA,4/6/2020,55.22,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/7/2020,3957.04,,DC-1
Store-Bogart GA,GA,4/7/2020,150.35,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/8/2020,3938.90,,DC-1
Store-Bogart GA,GA,4/8/2020,628.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/9/2020,2212.77,,DC-1
Store-Bogart GA,GA,4/9/2020,205.58,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/10/2020,806.46,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/13/2020,6407.22,,DC-1
Store-Bogart GA,GA,4/13/2020,251.98,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/14/2020,3610.96,,DC-1
Store-Bogart GA,GA,4/14/2020,924.44,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/15/2020,3085.15,,DC-1
Store-Bogart GA,GA,4/15/2020,135.80,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/16/2020,2362.28,,DC-1
Store-Bogart GA,GA,4/16/2020,496.74,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/17/2020,1900.46,,DC-1
Store-Bogart GA,GA,4/17/2020,392.74,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/20/2020,5583.20,,DC-1
Store-Bogart GA,GA,4/20/2020,860.91,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/21/2020,5310.35,,DC-1
Store-Bogart GA,GA,4/21/2020,2199.04,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/22/2020,2945.53,,DC-1
Store-Bogart GA,GA,4/22/2020,228.38,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/23/2020,1598.50,,DC-1
Store-Bogart GA,GA,4/23/2020,976.08,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/24/2020,1310.97,,DC-1
Store-Bogart GA,GA,4/24/2020,417.40,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/27/2020,5914.70,,DC-1
Store-Bogart GA,GA,4/27/2020,1630.47,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/28/2020,5065.11,,DC-1
Store-Bogart GA,GA,4/28/2020,468.15,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/29/2020,3258.13,,DC-1
Store-Bogart GA,GA,4/29/2020,2517.02,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,4/30/2020,2860.24,,DC-1
Store-Bogart GA,GA,4/30/2020,932.53,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/1/2020,2799.26,,DC-1
Store-Bogart GA,GA,5/1/2020,1777.52,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/4/2020,10370.04,,DC-1
Store-Bogart GA,GA,5/4/2020,1185.25,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/5/2020,3760.25,,DC-1
Store-Bogart GA,GA,5/5/2020,1832.05,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/6/2020,4866.40,,DC-1
Store-Bogart GA,GA,5/6/2020,890.93,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/7/2020,3779.29,,DC-1
Store-Bogart GA,GA,5/7/2020,1210.76,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/11/2020,7093.39,,DC-1
Store-Bogart GA,GA,5/11/2020,773.99,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/12/2020,6702.84,,DC-1
Store-Bogart GA,GA,5/12/2020,2794.35,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/13/2020,5057.40,,DC-1
Store-Bogart GA,GA,5/13/2020,519.83,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/14/2020,1051.54,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/15/2020,2071.26,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/18/2020,8014.78,,DC-1
Store-Bogart GA,GA,5/18/2020,1960.35,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/19/2020,6312.24,,DC-1
Store-Bogart GA,GA,5/19/2020,1252.77,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/20/2020,5546.84,,DC-1
Store-Bogart GA,GA,5/20/2020,977.47,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/21/2020,3233.10,,DC-1
Store-Bogart GA,GA,5/21/2020,97.33,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/22/2020,1506.82,,DC-1
Store-Bogart GA,GA,5/22/2020,694.92,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/26/2020,3576.78,,DC-1
Store-Bogart GA,GA,5/26/2020,1121.35,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/27/2020,7507.31,,DC-1
Store-Bogart GA,GA,5/27/2020,1051.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/28/2020,4828.03,,DC-1
Store-Bogart GA,GA,5/28/2020,415.21,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,5/29/2020,791.24,,DC-1
Store-Bogart GA,GA,5/29/2020,81.64,"Athens-Clarke County, GA Metro Area",DC-1
Store-Bogart GA,GA,6/1/2020,8646.95,,DC-1
